line_no,db_id,question,fail_cat,agg_ok,sel_ok,cond_ok,em,pred_sql,gold_sql,gold_struct,pred_struct
3964,2-15428560-1,"What was the final score with Guillermo Vilas as the opponent in the final, that happened after 1972?",ok,True,True,True,True,SELECT score_in_the_final FROM wikisql_data WHERE opponent_in_the_final = 'Guillermo Vilas' AND date > 1972,SELECT col4 FROM table WHERE col3 = 'guillermo vilas' AND col1 > 1972,"{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'guillermo vilas'], [1, 1, 1972]], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'guillermo vilas'], [1, 1, 1972]], 'count_star': False}"
3965,2-15323340-2,Which points has the driver Paul Tracy?,ok,True,True,True,True,SELECT points FROM wikisql_data WHERE driver = 'Paul Tracy',SELECT col5 FROM table WHERE col0 = 'paul tracy',"{'agg': 0, 'sel': 5, 'conds': [[0, 0, 'paul tracy']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[0, 0, 'paul tracy']], 'count_star': False}"
3966,2-15323340-2,"What grid has 78 laps, and Ronnie Bremer as driver?",ok,True,True,True,True,SELECT grid FROM wikisql_data WHERE laps = 78 AND driver = 'Ronnie Bremer',SELECT col4 FROM table WHERE col2 = 78 AND col0 = 'ronnie bremer',"{'agg': 0, 'sel': 4, 'conds': [[2, 0, 78], [0, 0, 'ronnie bremer']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[2, 0, 78], [0, 0, 'ronnie bremer']], 'count_star': False}"
3968,2-16067721-1,Who was Fourth in the 2008 Telstra Men's Pro Event?,ok,True,True,True,True,SELECT fourth FROM wikisql_data WHERE event = '2008 Telstra Men''s Pro',SELECT col4 FROM table WHERE col0 = '2008 telstra men's pro',"{'agg': 0, 'sel': 4, 'conds': [[0, 0, '2008 telstra men']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, '2008 telstra men']], 'count_star': False}"
3969,2-16067721-1,Who was the Winner when Selby Riddle came in Fourth?,ok,True,True,True,True,SELECT winner FROM wikisql_data WHERE fourth = 'Selby Riddle',SELECT col1 FROM table WHERE col4 = 'selby riddle',"{'agg': 0, 'sel': 1, 'conds': [[4, 0, 'selby riddle']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[4, 0, 'selby riddle']], 'count_star': False}"
3970,2-16067721-1,Who was in Second Place with Isabelle Brayley came in Fourth?,ok,True,True,True,True,SELECT second FROM wikisql_data WHERE fourth = 'Isabelle Brayley',SELECT col2 FROM table WHERE col4 = 'isabelle brayley',"{'agg': 0, 'sel': 2, 'conds': [[4, 0, 'isabelle brayley']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[4, 0, 'isabelle brayley']], 'count_star': False}"
3971,2-15909409-2,"What is the average Total Freshwater Withdrawal (km 3 /yr), when Industrial Use (m 3 /p/yr)(in %) is 337(63%), and when Per Capita Withdrawal (m 3 /p/yr) is greater than 535?",ok,True,True,True,True,SELECT AVG(total_freshwater_withdrawal_km_3_yr) FROM wikisql_data WHERE industrial_use_m_3_p_yr_in = '337(63%)' AND per_capita_withdrawal_m_3_p_yr > 535,SELECT AVG(col1) FROM table WHERE col4 = '337(63%)' AND col2 > 535,"{'agg': 5, 'sel': 1, 'conds': [[4, 0, '337(63%)'], [2, 1, 535]], 'count_star': False}","{'agg': 5, 'sel': 1, 'conds': [[4, 0, '337(63%)'], [2, 1, 535]], 'count_star': False}"
3972,2-15909409-2,"What is the highest Per Capita Withdrawal (m 3 /p/yr), when Agricultural Use (m 3 /p/yr)(in %) is 1363(92%), and when Total Freshwater Withdrawal (km 3 /yr) is less than 42.7?",ok,True,True,True,True,SELECT MAX(per_capita_withdrawal_m_3_p_yr) FROM wikisql_data WHERE agricultural_use_m_3_p_yr_in = '1363(92%)' AND total_freshwater_withdrawal_km_3_yr < 42.7,SELECT MAX(col2) FROM table WHERE col5 = '1363(92%)' AND col1 < 42.7,"{'agg': 1, 'sel': 2, 'conds': [[5, 0, '1363(92%)'], [1, 2, 42.7]], 'count_star': False}","{'agg': 1, 'sel': 2, 'conds': [[5, 0, '1363(92%)'], [1, 2, 42.7]], 'count_star': False}"
3973,2-15909409-2,"What is Agricultural Use (m 3 /p/yr)(in %), when Per Capita Withdrawal (m 3 /p/yr) is greater than 923, and when Domestic Use (m 3 /p/yr)(in %) is 73(7%)?",ok,True,True,True,True,SELECT agricultural_use_m_3_p_yr_in FROM wikisql_data WHERE per_capita_withdrawal_m_3_p_yr > 923 AND domestic_use_m_3_p_yr_in = '73(7%)',SELECT col5 FROM table WHERE col2 > 923 AND col3 = '73(7%)',"{'agg': 0, 'sel': 5, 'conds': [[2, 1, 923], [3, 0, '73(7%)']], 'count_star': False}","{'agg': 0, 'sel': 5, 'conds': [[2, 1, 923], [3, 0, '73(7%)']], 'count_star': False}"
3974,2-15909409-2,"What is Industrial Use (m 3 /p/yr)(in %), when Total Freshwater Withdrawal (km 3/yr) is less than 82.75, and when Agricultural Use (m 3 /p/yr)(in %) is 1363(92%)?",ok,True,True,True,True,SELECT industrial_use_m_3_p_yr_in FROM wikisql_data WHERE total_freshwater_withdrawal_km_3_yr < 82.75 AND agricultural_use_m_3_p_yr_in = '1363(92%)',SELECT col4 FROM table WHERE col1 < 82.75 AND col5 = '1363(92%)',"{'agg': 0, 'sel': 4, 'conds': [[1, 2, 82.75], [5, 0, '1363(92%)']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[1, 2, 82.75], [5, 0, '1363(92%)']], 'count_star': False}"
3975,2-15932367-8,Who was the leading score in the game at the Warriors?,ok,True,True,True,True,SELECT leading_scorer FROM wikisql_data WHERE home = 'Warriors',SELECT col4 FROM table WHERE col3 = 'warriors',"{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'warriors']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[3, 0, 'warriors']], 'count_star': False}"
3976,2-1544337-5,How many average cuts made when 11 is the Top-10?,ok,True,True,True,True,SELECT AVG(cuts_made) FROM wikisql_data WHERE top_10 = 11,SELECT AVG(col6) FROM table WHERE col3 = 11,"{'agg': 5, 'sel': 6, 'conds': [[3, 0, 11]], 'count_star': False}","{'agg': 5, 'sel': 6, 'conds': [[3, 0, 11]], 'count_star': False}"
3977,2-1544337-5,When the wins are less than 0 and the Top-5 1 what is the average cuts?,ok,True,True,True,True,SELECT AVG(cuts_made) FROM wikisql_data WHERE wins < 0 AND top_5 = 1,SELECT AVG(col6) FROM table WHERE col2 = 1 AND col1 < 0,"{'agg': 5, 'sel': 6, 'conds': [[2, 0, 1], [1, 2, 0]], 'count_star': False}","{'agg': 5, 'sel': 6, 'conds': [[1, 2, 0], [2, 0, 1]], 'count_star': False}"
3978,2-1544337-5,What is the average Top-10 with a greater than 11 Top-25 and a less than 2 wins?,ok,True,True,True,True,SELECT AVG(top_10) FROM wikisql_data WHERE top_25 > 11 AND wins < 2,SELECT AVG(col3) FROM table WHERE col4 > 11 AND col1 < 2,"{'agg': 5, 'sel': 3, 'conds': [[4, 1, 11], [1, 2, 2]], 'count_star': False}","{'agg': 5, 'sel': 3, 'conds': [[4, 1, 11], [1, 2, 2]], 'count_star': False}"
3979,2-1544337-5,What is the total of wins when the cuts made is 76 and the events greater than 115?,ok,True,True,True,True,SELECT SUM(wins) FROM wikisql_data WHERE cuts_made = 76 AND events > 115,SELECT SUM(col1) FROM table WHERE col6 = 76 AND col5 > 115,"{'agg': 4, 'sel': 1, 'conds': [[6, 0, 76], [5, 1, 115]], 'count_star': False}","{'agg': 4, 'sel': 1, 'conds': [[6, 0, 76], [5, 1, 115]], 'count_star': False}"
3980,2-1544337-5,What are the largest cuts made when the events are less than 21?,ok,True,True,True,True,SELECT MAX(cuts_made) FROM wikisql_data WHERE events < 21,SELECT MAX(col6) FROM table WHERE col5 < 21,"{'agg': 1, 'sel': 6, 'conds': [[5, 2, 21]], 'count_star': False}","{'agg': 1, 'sel': 6, 'conds': [[5, 2, 21]], 'count_star': False}"
3981,2-1608306-4,What is the lowest Top-25 that has 3 Events and Wins greater than 0?,ok,True,True,True,True,SELECT MIN(top_25) FROM wikisql_data WHERE events = 3 AND wins > 0,SELECT MIN(col2) FROM table WHERE col3 = 3 AND col1 > 0,"{'agg': 2, 'sel': 2, 'conds': [[3, 0, 3], [1, 1, 0]], 'count_star': False}","{'agg': 2, 'sel': 2, 'conds': [[3, 0, 3], [1, 1, 0]], 'count_star': False}"
3982,2-1608306-4,What is the Wins of the Top-25 of 1 and 7 Events?,ok,True,True,True,True,SELECT wins FROM wikisql_data WHERE top_25 = 1 AND events = 7,SELECT col1 FROM table WHERE col2 = 1 AND col3 = 7,"{'agg': 0, 'sel': 1, 'conds': [[2, 0, 1], [3, 0, 7]], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[2, 0, 1], [3, 0, 7]], 'count_star': False}"
3983,2-1608306-4,What is the lowest Top-25 with Wins less than 0?,ok,True,True,True,True,SELECT MIN(top_25) FROM wikisql_data WHERE wins < 0,SELECT MIN(col2) FROM table WHERE col1 < 0,"{'agg': 2, 'sel': 2, 'conds': [[1, 2, 0]], 'count_star': False}","{'agg': 2, 'sel': 2, 'conds': [[1, 2, 0]], 'count_star': False}"
3985,2-1557752-1,Which Bleeding has a Condition of congenital afibrinogenemia?,ok,True,True,True,True,SELECT bleeding_time FROM wikisql_data WHERE condition = 'congenital afibrinogenemia',SELECT col3 FROM table WHERE col0 = 'congenital afibrinogenemia',"{'agg': 0, 'sel': 3, 'conds': [[0, 0, 'congenital afibrinogenemia']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[0, 0, 'congenital afibrinogenemia']], 'count_star': False}"
3986,2-1557752-1,"which Partial thromboplastin time has a Condition of liver failure , early?",ok,True,True,True,True,"SELECT partial_thromboplastin_time FROM wikisql_data WHERE condition = 'liver failure , early'","SELECT col2 FROM table WHERE col0 = 'liver failure , early'","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'liver failure , early']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'liver failure , early']], 'count_star': False}"
3987,2-1557752-1,"Which Condition has an unaffected Partial thromboplastin time, Platelet count, and a Prothrombin time?",ok,True,True,True,True,SELECT condition FROM wikisql_data WHERE partial_thromboplastin_time = 'unaffected' AND platelet_count = 'unaffected' AND prothrombin_time = 'unaffected',SELECT col0 FROM table WHERE col2 = 'unaffected' AND col4 = 'unaffected' AND col1 = 'unaffected',"{'agg': 0, 'sel': 0, 'conds': [[2, 0, 'unaffected'], [4, 0, 'unaffected'], [1, 0, 'unaffected']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[2, 0, 'unaffected'], [4, 0, 'unaffected'], [1, 0, 'unaffected']], 'count_star': False}"
3989,2-1552405-6,"What margin was in after 1981, and was Roberto De Vicenzo runner-up?",ok,True,True,True,True,SELECT margin FROM wikisql_data WHERE year > 1981 AND runner_s_up = 'Roberto De Vicenzo',SELECT col3 FROM table WHERE col0 > 1981 AND col4 = 'roberto de vicenzo',"{'agg': 0, 'sel': 3, 'conds': [[0, 1, 1981], [4, 0, 'roberto de vicenzo']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[0, 1, 1981], [4, 0, 'roberto de vicenzo']], 'count_star': False}"
3990,2-1552405-6,What championship was in 1985?,ok,True,True,True,True,SELECT championship FROM wikisql_data WHERE year = 1985,SELECT col1 FROM table WHERE col0 = 1985,"{'agg': 0, 'sel': 1, 'conds': [[0, 0, 1985]], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[0, 0, 1985]], 'count_star': False}"
3992,2-15428689-2,"What is the average number of gold medals when the total was 1335 medals, with more than 469 bronzes and more than 14 silvers?",ok,True,True,True,True,SELECT AVG(gold) FROM wikisql_data WHERE total = 1335 AND bronze > 469 AND silver > 14,SELECT AVG(col1) FROM table WHERE col2 > 14 AND col4 = 1335 AND col3 > 469,"{'agg': 5, 'sel': 1, 'conds': [[2, 1, 14], [4, 0, 1335], [3, 1, 469]], 'count_star': False}","{'agg': 5, 'sel': 1, 'conds': [[4, 0, 1335], [3, 1, 469], [2, 1, 14]], 'count_star': False}"
3995,2-15481353-1,What is the sum of gold medals for a rank of 14?,ok,True,True,True,True,SELECT SUM(gold) FROM wikisql_data WHERE rank = '14',SELECT SUM(col2) FROM table WHERE col0 = '14',"{'agg': 4, 'sel': 2, 'conds': [[0, 0, 14]], 'count_star': False}","{'agg': 4, 'sel': 2, 'conds': [[0, 0, 14]], 'count_star': False}"
3996,2-15481353-1,Which rank has 1 silver medal and more than 1 gold medal?,ok,True,True,True,True,SELECT rank FROM wikisql_data WHERE silver = 1 AND gold > 1,SELECT col0 FROM table WHERE col3 = 1 AND col2 > 1,"{'agg': 0, 'sel': 0, 'conds': [[3, 0, 1], [2, 1, 1]], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[3, 0, 1], [2, 1, 1]], 'count_star': False}"
3997,2-15488604-1,What is the Clubs when there are 4 for the number of fixtures?,ok,True,True,True,True,SELECT clubs FROM wikisql_data WHERE number_of_fixtures = 4,SELECT col3 FROM table WHERE col2 = 4,"{'agg': 0, 'sel': 3, 'conds': [[2, 0, 4]], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[2, 0, 4]], 'count_star': False}"
3999,2-15488604-1,What is the New entries this round when the round is the semi-finals?,ok,True,True,True,True,SELECT new_entries_this_round FROM wikisql_data WHERE round = 'semi-finals',SELECT col4 FROM table WHERE col0 = 'semi-finals',"{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'semi-finals']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'semi-finals']], 'count_star': False}"
4001,2-1543742-2,What is the event average for a top-25 smaller than 0?,ok,True,True,True,True,SELECT AVG(events) FROM wikisql_data WHERE top_25 < 0,SELECT AVG(col5) FROM table WHERE col4 < 0,"{'agg': 5, 'sel': 5, 'conds': [[4, 2, 0]], 'count_star': False}","{'agg': 5, 'sel': 5, 'conds': [[4, 2, 0]], 'count_star': False}"
4002,2-1543742-2,"What are the highest wins with cuts smaller than 6, events of 4 and a top-5 smaller than 0?",ok,True,True,True,True,SELECT MAX(wins) FROM wikisql_data WHERE cuts_made < 6 AND events = 4 AND top_5 < 0,SELECT MAX(col1) FROM table WHERE col6 < 6 AND col5 = 4 AND col2 < 0,"{'agg': 1, 'sel': 1, 'conds': [[6, 2, 6], [5, 0, 4], [2, 2, 0]], 'count_star': False}","{'agg': 1, 'sel': 1, 'conds': [[6, 2, 6], [5, 0, 4], [2, 2, 0]], 'count_star': False}"
4003,2-1543742-2,"What are the lowest top-5 with a top-25 larger than 4, 29 cuts and a top-10 larger than 18?",ok,True,True,True,True,SELECT MIN(top_5) FROM wikisql_data WHERE top_25 > 4 AND cuts_made = 29 AND top_10 > 18,SELECT MIN(col2) FROM table WHERE col4 > 4 AND col6 = 29 AND col3 > 18,"{'agg': 2, 'sel': 2, 'conds': [[4, 1, 4], [6, 0, 29], [3, 1, 18]], 'count_star': False}","{'agg': 2, 'sel': 2, 'conds': [[4, 1, 4], [6, 0, 29], [3, 1, 18]], 'count_star': False}"
4004,2-1543742-2,What is the lowest for top-25 with events smaller than 42 in a U.S. Open with a top-10 smaller than 5?,ok,True,True,True,True,SELECT MIN(top_25) FROM wikisql_data WHERE events < 42 AND tournament = 'U.S. Open' AND top_10 < 5,SELECT MIN(col4) FROM table WHERE col5 < 42 AND col0 = 'u.s. open' AND col3 < 5,"{'agg': 2, 'sel': 4, 'conds': [[5, 2, 42], [0, 0, 'u.s. open'], [3, 2, 5]], 'count_star': False}","{'agg': 2, 'sel': 4, 'conds': [[5, 2, 42], [0, 0, 'u.s. open'], [3, 2, 5]], 'count_star': False}"
4005,2-15715109-35,"Which birthplace's height in inches was more than 192 when the position was d and the birthday was April 5, 1983?",ok,True,True,True,True,"SELECT birthplace FROM wikisql_data WHERE position = 'D' AND birthdate = 'April 5, 1983' AND height_in > 192","SELECT col6 FROM table WHERE col3 > 192 AND col0 = 'd' AND col5 = 'april 5, 1983'","{'agg': 0, 'sel': 6, 'conds': [[3, 1, 192], [0, 0, 'd'], [5, 0, 'april 5, 1983']], 'count_star': False}","{'agg': 0, 'sel': 6, 'conds': [[0, 0, 'd'], [5, 0, 'april 5, 1983'], [3, 1, 192]], 'count_star': False}"
4006,2-15621965-10,What nationality has steve kerr as the player?,ok,True,True,True,True,SELECT nationality FROM wikisql_data WHERE player = 'Steve Kerr',SELECT col1 FROM table WHERE col0 = 'steve kerr',"{'agg': 0, 'sel': 1, 'conds': [[0, 0, 'steve kerr']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[0, 0, 'steve kerr']], 'count_star': False}"
4007,2-15621965-10,"What years in Orlando have the United States as the nationality, with concord hs as the school/club team?",ok,True,True,True,True,SELECT years_in_orlando FROM wikisql_data WHERE nationality = 'United States' AND school_club_team = 'Concord HS',SELECT col3 FROM table WHERE col1 = 'united states' AND col4 = 'concord hs',"{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'united states'], [4, 0, 'concord hs']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'united states'], [4, 0, 'concord hs']], 'count_star': False}"
4008,2-15621965-10,Which player has montana as the school/club team?,ok,True,True,True,True,SELECT player FROM wikisql_data WHERE school_club_team = 'montana',SELECT col0 FROM table WHERE col4 = 'montana',"{'agg': 0, 'sel': 0, 'conds': [[4, 0, 'montana']], 'count_star': False}","{'agg': 0, 'sel': 0, 'conds': [[4, 0, 'montana']], 'count_star': False}"
4009,2-15621965-10,What nationality has jon koncak as the player?,ok,True,True,True,True,SELECT nationality FROM wikisql_data WHERE player = 'Jon Koncak',SELECT col1 FROM table WHERE col0 = 'jon koncak',"{'agg': 0, 'sel': 1, 'conds': [[0, 0, 'jon koncak']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[0, 0, 'jon koncak']], 'count_star': False}"
4010,2-15621965-10,"What years in orlando have the United States as the nationality, and montana as the school/club team?",ok,True,True,True,True,SELECT years_in_orlando FROM wikisql_data WHERE nationality = 'United States' AND school_club_team = 'Montana',SELECT col3 FROM table WHERE col1 = 'united states' AND col4 = 'montana',"{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'united states'], [4, 0, 'montana']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'united states'], [4, 0, 'montana']], 'count_star': False}"
4011,2-15621965-10,What school/club team has tim kempton as the player?,ok,True,True,True,True,SELECT school_club_team FROM wikisql_data WHERE player = 'Tim Kempton',SELECT col4 FROM table WHERE col0 = 'tim kempton',"{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'tim kempton']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'tim kempton']], 'count_star': False}"
4012,2-15345341-2,"In the game where they played the Pittsburgh Steelers, what was the attendance?",ok,True,True,True,True,SELECT attendance FROM wikisql_data WHERE opponent = 'Pittsburgh Steelers',SELECT col4 FROM table WHERE col2 = 'pittsburgh steelers',"{'agg': 0, 'sel': 4, 'conds': [[2, 0, 'pittsburgh steelers']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[2, 0, 'pittsburgh steelers']], 'count_star': False}"
4013,2-15345341-2,"In the game on or before week 9, who was the opponent when the attendance was 61,626?",ok,True,True,True,True,"SELECT opponent FROM wikisql_data WHERE week <= 9 AND attendance = '61,626'","SELECT col2 FROM table WHERE col0 < 9 AND col4 = '61,626'","{'agg': 0, 'sel': 2, 'conds': [[0, 2, 9], [4, 0, '61,626']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 2, 9], [4, 0, '61,626']], 'count_star': False}"
4014,2-15345341-2,"On November 20, 1994, what was the result of the game?",ok,True,True,True,True,"SELECT result FROM wikisql_data WHERE date = 'November 20, 1994'","SELECT col3 FROM table WHERE col1 = 'november 20, 1994'","{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'november 20, 1994']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[1, 0, 'november 20, 1994']], 'count_star': False}"
4015,2-16056990-12,What is the team #2 with Deport as team #1?,ok,True,True,True,True,SELECT team_2 FROM wikisql_data WHERE team_1 = 'Deport',SELECT col2 FROM table WHERE col0 = 'deport',"{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'deport']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'deport']], 'count_star': False}"
4017,2-16056990-12,What is the 1st leg with a junior team #2?,ok,True,True,True,True,SELECT col_1st_leg FROM wikisql_data WHERE team_2 = 'junior',SELECT col3 FROM table WHERE col2 = 'junior',"{'agg': 0, 'sel': 3, 'conds': [[2, 0, 'junior']], 'count_star': False}","{'agg': 0, 'sel': 3, 'conds': [[2, 0, 'junior']], 'count_star': False}"
4020,2-15826239-2,What is the smallest number of gold where the total is less than 3 and the silver count is 2?,ok,True,True,True,True,SELECT MIN(gold) FROM wikisql_data WHERE total < 3 AND silver = 2,SELECT MIN(col2) FROM table WHERE col3 = 2 AND col5 < 3,"{'agg': 2, 'sel': 2, 'conds': [[3, 0, 2], [5, 2, 3]], 'count_star': False}","{'agg': 2, 'sel': 2, 'conds': [[5, 2, 3], [3, 0, 2]], 'count_star': False}"
4023,2-15765440-1,"How many weeks have october 31, 1954 as the date?",ok,True,True,True,True,"SELECT COUNT(week) FROM wikisql_data WHERE date = 'october 31, 1954'","SELECT COUNT(col0) FROM table WHERE col1 = 'october 31, 1954'","{'agg': 3, 'sel': 0, 'conds': [[1, 0, 'october 31, 1954']], 'count_star': False}","{'agg': 3, 'sel': 0, 'conds': [[1, 0, 'october 31, 1954']], 'count_star': False}"
4024,2-15939524-3,What party took office after 1993 with Senator Michael Galloway?,ok,True,True,True,True,SELECT party FROM wikisql_data WHERE senator = 'Michael Galloway' AND took_office > 1993,SELECT col1 FROM table WHERE col4 > 1993 AND col0 = 'michael galloway',"{'agg': 0, 'sel': 1, 'conds': [[4, 1, 1993], [0, 0, 'michael galloway']], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[0, 0, 'michael galloway'], [4, 1, 1993]], 'count_star': False}"
4025,2-15939524-3,What year did Senator Ken Armbrister take office?,ok,True,True,True,True,SELECT took_office FROM wikisql_data WHERE senator = 'Ken Armbrister',SELECT col4 FROM table WHERE col0 = 'ken armbrister',"{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'ken armbrister']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'ken armbrister']], 'count_star': False}"
4026,2-15400315-1,What is the sum of Bronze when the total is more than 27?,ok,True,True,True,True,SELECT SUM(bronze) FROM wikisql_data WHERE total > 27,SELECT SUM(col4) FROM table WHERE col5 > 27,"{'agg': 4, 'sel': 4, 'conds': [[5, 1, 27]], 'count_star': False}","{'agg': 4, 'sel': 4, 'conds': [[5, 1, 27]], 'count_star': False}"
4028,2-15400315-1,What is the average Bronze for rank 3 and total is more than 8?,ok,True,True,True,True,SELECT AVG(bronze) FROM wikisql_data WHERE rank = '3' AND total > '8',SELECT AVG(col4) FROM table WHERE col0 = '3' AND col5 > 8,"{'agg': 5, 'sel': 4, 'conds': [[0, 0, 3], [5, 1, 8]], 'count_star': False}","{'agg': 5, 'sel': 4, 'conds': [[0, 0, 3], [5, 1, 8]], 'count_star': False}"
4029,2-15400315-1,What is the sum of Total when rank is 2?,ok,True,True,True,True,SELECT SUM(total) FROM wikisql_data WHERE rank = '2',SELECT SUM(col5) FROM table WHERE col0 = '2',"{'agg': 4, 'sel': 5, 'conds': [[0, 0, 2]], 'count_star': False}","{'agg': 4, 'sel': 5, 'conds': [[0, 0, 2]], 'count_star': False}"
4030,2-15400315-1,"What is the Nation when there is a total less than 27, gold is less than 1, and bronze is more than 1?",ok,True,True,True,True,SELECT nation FROM wikisql_data WHERE total < 27 AND gold < 1 AND bronze > 1,SELECT col1 FROM table WHERE col5 < 27 AND col2 < 1 AND col4 > 1,"{'agg': 0, 'sel': 1, 'conds': [[5, 2, 27], [2, 2, 1], [4, 1, 1]], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[5, 2, 27], [2, 2, 1], [4, 1, 1]], 'count_star': False}"
4031,2-16183862-1,What is the earliest Year commissioned wiht an Average annual output greater than 58 and Installed capacity of 20?,ok,True,True,True,True,SELECT MIN(year_commissioned) FROM wikisql_data WHERE average_annual_output_million_kwh > 58 AND installed_capacity_megawatts = 20,SELECT MIN(col1) FROM table WHERE col4 > 58 AND col3 = 20,"{'agg': 2, 'sel': 1, 'conds': [[4, 1, 58], [3, 0, 20]], 'count_star': False}","{'agg': 2, 'sel': 1, 'conds': [[4, 1, 58], [3, 0, 20]], 'count_star': False}"
4034,2-16183862-1,What is the Year commissioned of the power station with a Gross head of 60 metres and Average annual output of less than 59 million KWh?,ok,True,True,True,True,SELECT year_commissioned FROM wikisql_data WHERE gross_head_metres = 60 AND average_annual_output_million_kwh < 59,SELECT MAX(col1) FROM table WHERE col2 = 60 AND col4 < 59,"{'agg': 1, 'sel': 1, 'conds': [[2, 0, 60], [4, 2, 59]], 'count_star': False}","{'agg': 0, 'sel': 1, 'conds': [[2, 0, 60], [4, 2, 59]], 'count_star': False}"
4035,2-1610301-1,What is the sum of the area values for districts having density over 462 and websites of http://krishna.nic.in/?,ok,True,True,True,True,SELECT SUM(area_km²) FROM wikisql_data WHERE density_km² > 462 AND official_website = 'http://krishna.nic.in/',SELECT SUM(col4) FROM table WHERE col5 > 462 AND col6 = 'http://krishna.nic.in/',"{'agg': 4, 'sel': 4, 'conds': [[5, 1, 462], [6, 0, 'http://krishna.nic.in/']], 'count_star': False}","{'agg': 4, 'sel': 4, 'conds': [[5, 1, 462], [6, 0, 'http://krishna.nic.in/']], 'count_star': False}"
4036,2-15884090-2,What is the valvetrain with an engine model that is engine model?,ok,True,True,True,True,SELECT valvetrain FROM wikisql_data WHERE engine_model = 'engine model',SELECT col2 FROM table WHERE col0 = 'engine model',"{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'engine model']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[0, 0, 'engine model']], 'count_star': False}"
4037,2-15621965-18,What is the Position of the player from Vanderbilt?,ok,True,True,True,True,SELECT position FROM wikisql_data WHERE school_club_team = 'Vanderbilt',SELECT col2 FROM table WHERE col4 = 'vanderbilt',"{'agg': 0, 'sel': 2, 'conds': [[4, 0, 'vanderbilt']], 'count_star': False}","{'agg': 0, 'sel': 2, 'conds': [[4, 0, 'vanderbilt']], 'count_star': False}"
4038,2-15621965-18,What is Stephen Thompson's School/Club Team?,ok,True,True,True,True,SELECT school_club_team FROM wikisql_data WHERE player = 'Stephen Thompson',SELECT col4 FROM table WHERE col0 = 'stephen thompson',"{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'stephen thompson']], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[0, 0, 'stephen thompson']], 'count_star': False}"
4040,2-15584441-1,On what date was the DVD released for the season with fewer than 13 episodes that aired before season 8?,ok,True,True,True,True,SELECT dvd_release_date FROM wikisql_data WHERE episodes < 13 AND season < 8,SELECT col4 FROM table WHERE col0 < 8 AND col1 < 13,"{'agg': 0, 'sel': 4, 'conds': [[0, 2, 8], [1, 2, 13]], 'count_star': False}","{'agg': 0, 'sel': 4, 'conds': [[1, 2, 13], [0, 2, 8]], 'count_star': False}"
