line_no,db_id,question,gold_sql,pred_sql,em,agg_match,sel_match,cond_match,fail_reason,fail_category,gold_struct,pred_struct
5204,2-17004128-3,Who were the away team in tie number 20?,SELECT col3 FROM table WHERE col0 = '20',SELECT away_team FROM wikisql_data WHERE tie_no = 20,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 20]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 20]], ""count_star"": false}"
5205,2-17004128-3,What was the score of tie number 15?,SELECT col2 FROM table WHERE col0 = '15',SELECT score FROM wikisql_data WHERE tie_no = 15,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, 15]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, 15]], ""count_star"": false}"
5206,2-1711074-2,What is the margin of victory when the tournament is konica san jose classic?,SELECT col3 FROM table WHERE col1 = 'konica san jose classic',SELECT margin_of_victory FROM wikisql_data WHERE tournament = 'konica san jose classic',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""konica san jose classic""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""konica san jose classic""]], ""count_star"": false}"
5207,2-1711074-2,what is the margin of victory when the runner-up is amy alcott and the winning score is –9 (72-68-67=207)?,SELECT col3 FROM table WHERE col4 = 'amy alcott' AND col2 = '–9 (72-68-67=207)',SELECT margin_of_victory FROM wikisql_data WHERE runner_s_up = 'amy alcott' AND winning_score = '-9 (72-68-67=207)',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[4, 0, ""amy alcott""], [2, 0, ""-9 (72-68-67=207)""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[4, 0, ""amy alcott""], [2, 0, ""-9 (72-68-67=207)""]], ""count_star"": false}"
5208,2-1711074-2,what is the winning score when the tournament is safeco classic?,SELECT col2 FROM table WHERE col1 = 'safeco classic',SELECT winning_score FROM wikisql_data WHERE tournament = 'safeco classic',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""safeco classic""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""safeco classic""]], ""count_star"": false}"
5209,2-1711074-2,what is the tournament when the winning score is –9 (69-69-70-71=279)?,SELECT col1 FROM table WHERE col2 = '–9 (69-69-70-71=279)',SELECT tournament FROM wikisql_data WHERE winning_score = 279,False,True,True,False,"cond(gold=[[2, 0, '-9 (69-69-70-71=279)']] pred=[[2, 0, 279]])",cond_only,"{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""-9 (69-69-70-71=279)""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, 279]], ""count_star"": false}"
5210,2-17034845-3,"Who is the rider with less than 15 laps, more than 32 grids, and an accident time/retired?",SELECT col0 FROM table WHERE col2 < 15 AND col4 > 32 AND col3 = 'accident',SELECT rider FROM wikisql_data WHERE laps < 15 AND grid > 32 AND time_retired IS NOT NULL,False,True,True,False,"cond(gold=[[2, 2, 15], [4, 1, 32], [3, 0, 'accident']] pred=[[2, 2, 15], [4, 1, 32]])",cond_only,"{""agg"": 0, ""sel"": 0, ""conds"": [[2, 2, 15], [4, 1, 32], [3, 0, ""accident""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[2, 2, 15], [4, 1, 32]], ""count_star"": false}"
5211,2-17034845-3,"What is the time/retired of the honda manufacturer with a grid less than 26, 18 laps, and joan olivé as the rider?",SELECT col3 FROM table WHERE col1 = 'honda' AND col4 < 26 AND col2 = 18 AND col0 = 'joan olivé',SELECT time_retired FROM wikisql_data WHERE manufacturer = 'honda' AND grid < 26 AND laps = 18 AND rider = 'joan olivé',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""honda""], [4, 2, 26], [2, 0, 18], [0, 0, ""joan oliv\u00e9""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""honda""], [4, 2, 26], [2, 0, 18], [0, 0, ""joan oliv\u00e9""]], ""count_star"": false}"
5212,2-17034845-3,"What is the average number of laps with an accident time/retired, aprilia manufacturer and a grid of 27?",SELECT AVG(col2) FROM table WHERE col3 = 'accident' AND col1 = 'aprilia' AND col4 = 27,SELECT AVG(laps) FROM wikisql_data WHERE time_retired = 'accident' AND manufacturer = 'aprilia' AND grid = 27,True,True,True,True,ok,ok,"{""agg"": 5, ""sel"": 2, ""conds"": [[3, 0, ""accident""], [1, 0, ""aprilia""], [4, 0, 27]], ""count_star"": false}","{""agg"": 5, ""sel"": 2, ""conds"": [[3, 0, ""accident""], [1, 0, ""aprilia""], [4, 0, 27]], ""count_star"": false}"
5213,2-16605179-2,"What is Type, when Rank is greater than 6, when Number of Bearers 2008 is greater than 13.815, and when Surname is Eriksen?",SELECT col3 FROM table WHERE col0 > 6 AND col2 > 13.815 AND col1 = 'eriksen',SELECT type FROM wikisql_data WHERE rank > 6 AND number_of_bearers_2008 > 13.815 AND surname = 'Eriksen',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 1, 6], [2, 1, 13.815], [1, 0, ""eriksen""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 1, 6], [2, 1, 13.815], [1, 0, ""eriksen""]], ""count_star"": false}"
5214,2-16605179-2,"What is the highest Number of Bearers 2008, when Surname is Hansen, and when Rank is less than 1?",SELECT MAX(col2) FROM table WHERE col1 = 'hansen' AND col0 < 1,SELECT max(number_of_bearers_2008) FROM wikisql_data WHERE surname = 'hansen' AND rank < 1,True,True,True,True,ok,ok,"{""agg"": 1, ""sel"": 2, ""conds"": [[1, 0, ""hansen""], [0, 2, 1]], ""count_star"": false}","{""agg"": 1, ""sel"": 2, ""conds"": [[1, 0, ""hansen""], [0, 2, 1]], ""count_star"": false}"
5215,2-16605179-2,"What is Type, when Number of Bearers 2008 is greater than 12.376, when Rank is greater than 3, and when Etymology is Son of Jens?",SELECT col3 FROM table WHERE col2 > 12.376 AND col0 > 3 AND col4 = 'son of jens',SELECT type FROM wikisql_data WHERE number_of_bearers_2008 > 12.376 AND rank > 3 AND etymology = 'son of jens',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[2, 1, 12.376], [0, 1, 3], [4, 0, ""son of jens""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 1, 12.376], [0, 1, 3], [4, 0, ""son of jens""]], ""count_star"": false}"
5216,2-16605179-2,"What is Etymology, when Rank is 14?",SELECT col4 FROM table WHERE col0 = 14,SELECT etymology FROM wikisql_data WHERE rank = 14,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, 14]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, 14]], ""count_star"": false}"
5217,2-16605179-2,"What is Highest Number of Bearers 2008, when Surname is Jacobsen?",SELECT MAX(col2) FROM table WHERE col1 = 'jacobsen',SELECT max(number_of_bearers_2008) FROM wikisql_data WHERE surname = 'jacobsen',True,True,True,True,ok,ok,"{""agg"": 1, ""sel"": 2, ""conds"": [[1, 0, ""jacobsen""]], ""count_star"": false}","{""agg"": 1, ""sel"": 2, ""conds"": [[1, 0, ""jacobsen""]], ""count_star"": false}"
5218,2-17064229-1,"WHAT POSITION HAS A ROUND LARGER THAN 2, FOR VALDOSTA COLLEGE?",SELECT col3 FROM table WHERE col0 > 2 AND col5 = 'valdosta',SELECT position FROM wikisql_data WHERE round > 2 AND college = 'valdosta',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 1, 2], [5, 0, ""valdosta""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 1, 2], [5, 0, ""valdosta""]], ""count_star"": false}"
5219,2-17064229-1,"WHAT COLLEGE HAS A ROUND LARGER THAN 9, WITH BUTCH WEBSTER?",SELECT col5 FROM table WHERE col0 > 9 AND col2 = 'butch webster',SELECT college FROM wikisql_data WHERE round > 9 AND player = 'butch webster',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[0, 1, 9], [2, 0, ""butch webster""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[0, 1, 9], [2, 0, ""butch webster""]], ""count_star"": false}"
5220,2-17064229-1,WHAT IS THE NATIONALITY FOR SOUTHWESTERN OKLAHOMA?,SELECT col4 FROM table WHERE col5 = 'southwestern oklahoma',SELECT nationality FROM wikisql_data WHERE college = 'southwestern oklahoma',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[5, 0, ""southwestern oklahoma""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[5, 0, ""southwestern oklahoma""]], ""count_star"": false}"
5221,2-17064229-1,WHAT IS THE TOTAL PICK FOR BOSTON COLLEGE?,SELECT COUNT(col1) FROM table WHERE col5 = 'boston college',SELECT SUM(pick) FROM wikisql_data WHERE college = 'boston college',False,False,True,True,agg(gold=COUNT pred=SUM),agg_only,"{""agg"": 3, ""sel"": 1, ""conds"": [[5, 0, ""boston college""]], ""count_star"": false}","{""agg"": 4, ""sel"": 1, ""conds"": [[5, 0, ""boston college""]], ""count_star"": false}"
5222,2-17064229-1,WHAT ROUND HAS A GUARD POSITION AT OHIO COLLEGE?,SELECT col0 FROM table WHERE col3 = 'guard' AND col5 = 'ohio',SELECT round FROM wikisql_data WHERE position = 'guard' AND college = 'ohio',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[3, 0, ""guard""], [5, 0, ""ohio""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[3, 0, ""guard""], [5, 0, ""ohio""]], ""count_star"": false}"
5223,2-17338813-8,What is the date where the round is R3?,SELECT col0 FROM table WHERE col1 = 'r3',SELECT date FROM wikisql_data WHERE round = 'R3',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""r3""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""r3""]], ""count_star"": false}"
5224,2-17338813-8,What is the round of the game at venue H and opponent of Derby County?,SELECT col1 FROM table WHERE col3 = 'h' AND col2 = 'derby county',SELECT round FROM wikisql_data WHERE venue = 'h' AND opponent = 'derby county',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, ""h""], [2, 0, ""derby county""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, ""h""], [2, 0, ""derby county""]], ""count_star"": false}"
5225,2-17040191-8,"What sum of game has an attendance of 18,690?","SELECT SUM(col0) FROM table WHERE col5 = '18,690'",SELECT SUM(score) FROM wikisql_data WHERE attendance = 18690,False,True,False,True,sel(gold=0=Game pred=3=Score),sel_only,"{""agg"": 4, ""sel"": 0, ""conds"": [[5, 0, ""18,690""]], ""count_star"": false}","{""agg"": 4, ""sel"": 3, ""conds"": [[5, 0, 18690]], ""count_star"": false}"
5226,2-17040191-8,"What average game was held on february 24 and has an attendance smaller than 16,541?","SELECT AVG(col0) FROM table WHERE col1 = 'february 24' AND col5 < '16,541'",SELECT avg(attendance) FROM wikisql_data WHERE date = 'february 24' AND attendance < 16541,False,True,False,True,sel(gold=0=Game pred=5=Attendance),sel_only,"{""agg"": 5, ""sel"": 0, ""conds"": [[1, 0, ""february 24""], [5, 2, ""16,541""]], ""count_star"": false}","{""agg"": 5, ""sel"": 5, ""conds"": [[1, 0, ""february 24""], [5, 2, 16541]], ""count_star"": false}"
5227,2-16194551-5,What was the score of having a tie of 1?,SELECT col2 FROM table WHERE col0 = '1',SELECT score FROM wikisql_data WHERE tie_no = 1,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, 1]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, 1]], ""count_star"": false}"
5228,2-16194551-5,What was the attendance for the game where the away team was Stockport County?,SELECT col4 FROM table WHERE col3 = 'stockport county',SELECT attendance FROM wikisql_data WHERE away_team = 'stockport county',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[3, 0, ""stockport county""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[3, 0, ""stockport county""]], ""count_star"": false}"
5229,2-16194551-5,What was the name of the away team that had a tie of 2?,SELECT col3 FROM table WHERE col0 = '2',SELECT away_team FROM wikisql_data WHERE tie_no = 2,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 2]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 2]], ""count_star"": false}"
5230,2-16194551-5,What was the score for the game where the home team was Wycombe Wanderers?,SELECT col2 FROM table WHERE col1 = 'wycombe wanderers',SELECT score FROM wikisql_data WHERE home_team = 'wycombe wanderers',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""wycombe wanderers""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""wycombe wanderers""]], ""count_star"": false}"
5231,2-16194551-5,What was the score for the match where the home team was Leicester City?,SELECT col2 FROM table WHERE col1 = 'leicester city',SELECT score FROM wikisql_data WHERE home_team = 'Leicester City',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""leicester city""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""leicester city""]], ""count_star"": false}"
5232,2-16388316-1,Which Home team score has a AEDT Time of 11:00 pm?,SELECT col1 FROM table WHERE col8 = '11:00 pm',SELECT home_team_score FROM wikisql_data WHERE aedt_time = '11:00 pm',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[8, 0, ""11:00 pm""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[8, 0, ""11:00 pm""]], ""count_star"": false}"
5233,2-16388316-1,"Which Home team is on Wednesday, 25 february 1998?","SELECT col0 FROM table WHERE col6 = 'wednesday, 25 february 1998'",SELECT home_team FROM wikisql_data WHERE date = '1998-02-25',False,True,True,False,"cond(gold=[[6, 0, 'wednesday, 25 february 1998']] pred=[[6, 0, '1998-02-25']])",cond_only,"{""agg"": 0, ""sel"": 0, ""conds"": [[6, 0, ""wednesday, 25 february 1998""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[6, 0, ""1998-02-25""]], ""count_star"": false}"
5234,2-16388316-1,"Name the Away team which has a Ground of waverley park, and a Home team of hawthorn?",SELECT col2 FROM table WHERE col4 = 'waverley park' AND col0 = 'hawthorn',SELECT away_team FROM wikisql_data WHERE ground = 'waverley park' AND home_team = 'hawthorn',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, ""waverley park""], [0, 0, ""hawthorn""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, ""waverley park""], [0, 0, ""hawthorn""]], ""count_star"": false}"
5235,2-16388316-1,"Name the AEDT Time which has a Local Time of 8:00 pm, and a Away team score of 22.12 (144)?",SELECT col8 FROM table WHERE col7 = '8:00 pm' AND col3 = '22.12 (144)',SELECT aedt_time FROM wikisql_data WHERE local_time = '8:00 pm' AND away_team_score = 22.12,False,True,True,False,"cond(gold=[[7, 0, '8:00 pm'], [3, 0, '22.12 (144)']] pred=[[7, 0, '8:00 pm'], [3, 0, 22.12]])",cond_only,"{""agg"": 0, ""sel"": 8, ""conds"": [[7, 0, ""8:00 pm""], [3, 0, ""22.12 (144)""]], ""count_star"": false}","{""agg"": 0, ""sel"": 8, ""conds"": [[7, 0, ""8:00 pm""], [3, 0, 22.12]], ""count_star"": false}"
5236,2-16388316-1,Name the AEDT Time which has an Away team of collingwood?,SELECT col8 FROM table WHERE col2 = 'collingwood',SELECT aedt_time FROM wikisql_data WHERE away_team = 'collingwood',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 8, ""conds"": [[2, 0, ""collingwood""]], ""count_star"": false}","{""agg"": 0, ""sel"": 8, ""conds"": [[2, 0, ""collingwood""]], ""count_star"": false}"
5237,2-17407017-2,What was the attendance when they played at Detroit Lions?,SELECT col4 FROM table WHERE col2 = 'at detroit lions',SELECT attendance FROM wikisql_data WHERE opponent = 'detroit lions',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, ""at detroit lions""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, ""detroit lions""]], ""count_star"": false}"
5238,2-17407017-2,What was the average attendance for games played at Atlanta Falcons?,SELECT AVG(col4) FROM table WHERE col2 = 'at atlanta falcons',SELECT avg(attendance) FROM wikisql_data WHERE opponent = 'atlanta falcons',True,True,True,True,ok,ok,"{""agg"": 5, ""sel"": 4, ""conds"": [[2, 0, ""at atlanta falcons""]], ""count_star"": false}","{""agg"": 5, ""sel"": 4, ""conds"": [[2, 0, ""atlanta falcons""]], ""count_star"": false}"
5239,2-17407017-2,"Which week was the game played on December 8, 1974?","SELECT col0 FROM table WHERE col1 = 'december 8, 1974'",SELECT week FROM wikisql_data WHERE date = '1974-12-08',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""december 8, 1974""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""1974-12-08""]], ""count_star"": false}"
5240,2-17407017-2,What was the result before week 13 when they played the Oakland Raiders?,SELECT col3 FROM table WHERE col0 < 13 AND col2 = 'oakland raiders',SELECT result FROM wikisql_data WHERE week < 13 AND opponent = 'Oakland Raiders',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 2, 13], [2, 0, ""oakland raiders""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 2, 13], [2, 0, ""oakland raiders""]], ""count_star"": false}"
5241,2-17286713-2,What time did the even tachi palace fights 3 take place?,SELECT col6 FROM table WHERE col4 = 'tachi palace fights 3',SELECT time FROM wikisql_data WHERE event = 'tachi palace fights 3',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[4, 0, ""tachi palace fights 3""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[4, 0, ""tachi palace fights 3""]], ""count_star"": false}"
5242,2-17286713-2,What location did the event kotc: mortal sins take place?,SELECT col7 FROM table WHERE col4 = 'kotc: mortal sins',SELECT location FROM wikisql_data WHERE event = 'kotc: mortal sins',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 7, ""conds"": [[4, 0, ""kotc: mortal sins""]], ""count_star"": false}","{""agg"": 0, ""sel"": 7, ""conds"": [[4, 0, ""kotc: mortal sins""]], ""count_star"": false}"
5243,2-16882018-1,What is the sum of rounds where freddie mitchell was picked?,SELECT SUM(col0) FROM table WHERE col2 = 'freddie mitchell',SELECT SUM(round) FROM wikisql_data WHERE player = 'freddie mitchell' AND pick = 'yes',True,True,True,True,ok,ok,"{""agg"": 4, ""sel"": 0, ""conds"": [[2, 0, ""freddie mitchell""]], ""count_star"": false}","{""agg"": 4, ""sel"": 0, ""conds"": [[2, 0, ""freddie mitchell""], [1, 0, ""yes""]], ""count_star"": false}"
5244,2-16882018-1,Who was the player who was pick number 147?,SELECT col2 FROM table WHERE col1 = 147,SELECT player FROM wikisql_data WHERE pick = 147,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, 147]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, 147]], ""count_star"": false}"
5245,2-16882018-1,What position did a. j. feeley play who was picked in round 5?,SELECT col3 FROM table WHERE col0 = 5 AND col2 = 'a. j. feeley',SELECT position FROM wikisql_data WHERE round = 5 AND player = 'a. j. feeley',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 5], [2, 0, ""a. j. feeley""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 5], [2, 0, ""a. j. feeley""]], ""count_star"": false}"
5246,2-16882018-1,What position did the player who was picked in round 3 play?,SELECT col3 FROM table WHERE col0 = 3,SELECT position FROM wikisql_data WHERE round = 3,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 3]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 3]], ""count_star"": false}"
5247,2-17162166-2,What Country is Tom Kite from?,SELECT col1 FROM table WHERE col0 = 'tom kite',SELECT country FROM wikisql_data WHERE player = 'tom kite',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""tom kite""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""tom kite""]], ""count_star"": false}"
5248,2-17162166-2,What is the Total of the Player with a Finish of 1?,SELECT COUNT(col3) FROM table WHERE col5 = '1',SELECT total FROM wikisql_data WHERE finish = 1,False,False,True,True,agg(gold=COUNT pred=NONE),agg_only,"{""agg"": 3, ""sel"": 3, ""conds"": [[5, 0, 1]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[5, 0, 1]], ""count_star"": false}"
5249,2-16846-6,What was the 2010 population of frankfort which has a rank smaller than 14?,SELECT AVG(col2) FROM table WHERE col1 = 'frankfort' AND col0 < 14,SELECT col_2010_pop FROM wikisql_data WHERE city = 'frankfort' AND rank < 14,False,False,True,True,agg(gold=AVG pred=NONE),agg_only,"{""agg"": 5, ""sel"": 2, ""conds"": [[1, 0, ""frankfort""], [0, 2, 14]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""frankfort""], [0, 2, 14]], ""count_star"": false}"
5250,2-1628307-5,What was the class position of the team that was in the 4th position?,SELECT col6 FROM table WHERE col5 = '4th',SELECT class_pos FROM wikisql_data WHERE pos = 4,False,True,True,False,"cond(gold=[[5, 0, '4th']] pred=[[5, 0, 4]])",cond_only,"{""agg"": 0, ""sel"": 6, ""conds"": [[5, 0, ""4th""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[5, 0, 4]], ""count_star"": false}"
5251,2-1628307-5,"What is Class Pos., when Year is before 2013, and when Laps is greater than 175?",SELECT col6 FROM table WHERE col0 < 2013 AND col4 > 175,SELECT class_pos FROM wikisql_data WHERE year < 2013 AND laps > 175,True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[0, 2, 2013], [4, 1, 175]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[0, 2, 2013], [4, 1, 175]], ""count_star"": false}"
5252,2-17093305-1,Which Year has a Category of best original song (รอเธอหันมา – โฟกัส จิระกุล)?,SELECT MAX(col0) FROM table WHERE col2 = 'best original song (รอเธอหันมา – โฟกัส จิระกุล)',SELECT year FROM wikisql_data WHERE category = 'best original song (รอเธอหันมา – โฟกัส จิระกุล)',False,False,True,True,agg(gold=MAX pred=NONE),agg_only,"{""agg"": 1, ""sel"": 0, ""conds"": [[2, 0, ""best original song (\u0e23\u0e2d\u0e40\u0e18\u0e2d\u0e2b\u0e31\u0e19\u0e21\u0e32 - \u0e42\u0e1f\u0e01\u0e31\u0e2a \u0e08\u0e34\u0e23\u0e30\u0e01\u0e38\u0e25)""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""best original song (\u0e23\u0e2d\u0e40\u0e18\u0e2d\u0e2b\u0e31\u0e19\u0e21\u0e32 - \u0e42\u0e1f\u0e01\u0e31\u0e2a \u0e08\u0e34\u0e23\u0e30\u0e01\u0e38\u0e25)""]], ""count_star"": false}"
5253,2-17093305-1,"Which Year has an Award of 17th bangkok critics assembly awards, and a Category of best original score?",SELECT col0 FROM table WHERE col1 = '17th bangkok critics assembly awards' AND col2 = 'best original score',SELECT year FROM wikisql_data WHERE award = '17th bangkok critics assembly awards' AND category = 'best original score',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""17th bangkok critics assembly awards""], [2, 0, ""best original score""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""17th bangkok critics assembly awards""], [2, 0, ""best original score""]], ""count_star"": false}"
5254,2-17093305-1,"Which Country has a Result of nominated, an Award of 17th bangkok critics assembly awards, and a Category of best screenplay?",SELECT col3 FROM table WHERE col4 = 'nominated' AND col1 = '17th bangkok critics assembly awards' AND col2 = 'best screenplay',SELECT country FROM wikisql_data WHERE result = 'nominated' AND award = '17th bangkok critics assembly awards' AND category = 'best screenplay',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[4, 0, ""nominated""], [1, 0, ""17th bangkok critics assembly awards""], [2, 0, ""best screenplay""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[4, 0, ""nominated""], [1, 0, ""17th bangkok critics assembly awards""], [2, 0, ""best screenplay""]], ""count_star"": false}"
5255,2-17440650-2,Who was the opponent with a record of 14-4-1 and has a round of 1?,SELECT col2 FROM table WHERE col5 = '1' AND col1 = '14-4-1',SELECT opponent FROM wikisql_data WHERE record = '14-4-1' AND round = '1',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[5, 0, 1], [1, 0, ""14-4-1""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""14-4-1""], [5, 0, 1]], ""count_star"": false}"
5256,2-17440650-2,What is the round in Finland with a draw for method?,SELECT col5 FROM table WHERE col6 = 'finland' AND col3 = 'draw',SELECT round FROM wikisql_data WHERE method = 'draw' AND location = 'finland',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[6, 0, ""finland""], [3, 0, ""draw""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[3, 0, ""draw""], [6, 0, ""finland""]], ""count_star"": false}"
5257,2-17440650-2,What's the location when the record was 6-0-1?,SELECT col6 FROM table WHERE col1 = '6-0-1',SELECT location FROM wikisql_data WHERE record = '6-0-1',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[1, 0, ""6-0-1""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[1, 0, ""6-0-1""]], ""count_star"": false}"
5258,2-16642773-2,"Who was the opponent on October 14, 1984?","SELECT col2 FROM table WHERE col1 = 'october 14, 1984'","SELECT opponent FROM wikisql_data WHERE date = 'October 14, 1984'",True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""october 14, 1984""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""october 14, 1984""]], ""count_star"": false}"
5259,2-16642773-2,What was the result in a week lower than 10 with an opponent of Chicago Bears?,SELECT col3 FROM table WHERE col0 < 10 AND col2 = 'chicago bears',SELECT result FROM wikisql_data WHERE week < 10 AND opponent = 'Chicago Bears',True,True,True,True,ok,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 2, 10], [2, 0, ""chicago bears""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 2, 10], [2, 0, ""chicago bears""]], ""count_star"": false}"
