idx,db_id,question,hardness,fail_type,gold_sql,pred_sql,error_msg
178,car_1,What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,extra,exec_mismatch,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';","SELECT t1.countryid, t1.countryname FROM countries t1 JOIN car_makers t2 ON t1.countryname = t2.country GROUP BY t1.countryid, t1.countryname HAVING COUNT(t2.id) > 3 UNION SELECT t1.countryid, t1.countryname FROM countries t1 JOIN car_makers t2 ON t1.countryname = t2.country JOIN model_list t3 ON t2.maker = t3.maker WHERE t3.model = 'fiat'","gold=[(1, 'usa'), (2, 'germany'), (4, 'japan'), (5, 'italy')] | pred=[]"
179,flight_2,"Which country does Airline ""JetBlue Airways"" belong to?",easy,em_only,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",SELECT country FROM airlines WHERE airline = 'JetBlue Airways',
180,flight_2,What country is Jetblue Airways affiliated with?,easy,exec_mismatch,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",SELECT country FROM airlines WHERE airline = 'Jetblue Airways',"gold=[('usa',)] | pred=[]"
181,flight_2,"What is the abbreviation of Airline ""JetBlue Airways""?",easy,em_only,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",SELECT abbreviation FROM airlines WHERE airline = 'JetBlue Airways',
182,flight_2,Which abbreviation corresponds to Jetblue Airways?,easy,exec_mismatch,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",SELECT abbreviation FROM airlines WHERE airline = 'Jetblue Airways',"gold=[('jetblue',)] | pred=[]"
183,flight_2,"List all airline names and their abbreviations in ""USA"".",easy,em_only,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""","SELECT airline, abbreviation FROM airlines WHERE country = 'USA'",
184,flight_2,What are the airline names and abbreviations for airlines in the USA?,easy,em_only,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""","SELECT airline, abbreviation FROM airlines WHERE country = 'USA'",
185,flight_2,List the airport code and name in the city of Anthony.,easy,em_only,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""","SELECT airportcode, airportname FROM airports WHERE city = 'anthony'",
186,flight_2,Give the airport code and airport name corresonding to the city Anthony.,easy,em_only,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""","SELECT airportcode, airportname FROM airports WHERE city = 'anthony'",
193,flight_2,Which airline has abbreviation 'UAL'?,easy,em_only,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",SELECT airline FROM airlines WHERE abbreviation = 'UAL',
194,flight_2,Give the airline with abbreviation 'UAL'.,easy,em_only,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",SELECT airline FROM airlines WHERE abbreviation = 'UAL',
195,flight_2,How many airlines are from USA?,easy,em_only,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",SELECT COUNT(*) FROM airlines WHERE country = 'USA',
196,flight_2,Return the number of airlines in the USA.,easy,em_only,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",SELECT COUNT(*) FROM airlines WHERE country = 'USA',
197,flight_2,Which city and country is the Alton airport at?,easy,em_only,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""","SELECT city, country FROM airports WHERE airportname = 'alton airport'",
198,flight_2,Give the city and country for the Alton airport.,easy,em_only,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""","SELECT city, country FROM airports WHERE airportname = 'alton airport'",
199,flight_2,What is the airport name for airport 'AKO'?,easy,em_only,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",SELECT airportname FROM airports WHERE airportcode = 'AKO',
200,flight_2,Return the name of the airport with code 'AKO'.,easy,em_only,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",SELECT airportname FROM airports WHERE airportcode = 'AKO',
201,flight_2,What are airport names at City 'Aberdeen'?,easy,em_only,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",SELECT airportname FROM airports WHERE city = 'aberdeen',
202,flight_2,What are the names of airports in Aberdeen?,easy,em_only,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",SELECT airportname FROM airports WHERE city = 'aberdeen',
203,flight_2,How many flights depart from 'APG'?,easy,em_only,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG',
204,flight_2,Count the number of flights departing from 'APG'.,easy,em_only,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT COUNT(*) FROM flights WHERE sourceairport = 'APG',
205,flight_2,How many flights have destination ATO?,easy,em_only,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",SELECT COUNT(*) FROM flights WHERE destairport = 'ATO',
206,flight_2,Count the number of flights into ATO.,easy,em_only,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",SELECT COUNT(*) FROM flights WHERE destairport = 'ATO',
207,flight_2,How many flights depart from City Aberdeen?,medium,em_only,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.city = 'aberdeen',
208,flight_2,Return the number of flights departing from Aberdeen.,medium,em_only,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights JOIN airports ON flights.sourceairport = airports.airportcode WHERE airports.city = 'Aberdeen',
209,flight_2,How many flights arriving in Aberdeen city?,medium,em_only,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights JOIN airports ON flights.destairport = airports.airportcode WHERE airports.city = 'aberdeen',
210,flight_2,Return the number of flights arriving in Aberdeen.,medium,em_only,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights JOIN airports ON flights.destairport = airports.airportcode WHERE airports.city = 'aberdeen',
211,flight_2,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,hard,em_only,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights t1 JOIN airports t2 ON t1.sourceairport = t2.airportcode JOIN airports t3 ON t1.destairport = t3.airportcode WHERE t2.city = 'aberdeen' AND t3.city = 'ashley',
212,flight_2,How many flights fly from Aberdeen to Ashley?,hard,em_only,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights JOIN airports t1 ON flights.sourceairport = t1.airportcode JOIN airports t2 ON flights.destairport = t2.airportcode WHERE t1.city = 'aberdeen' AND t2.city = 'ashley',
213,flight_2,How many flights does airline 'JetBlue Airways' have?,medium,exec_mismatch,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",SELECT COUNT(*) FROM flights WHERE airline = 'JetBlue Airways',"gold=[(100,)] | pred=[(0,)]"
214,flight_2,Give the number of Jetblue Airways flights.,medium,exec_mismatch,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",SELECT COUNT(*) FROM flights WHERE airline = 'JetBlue Airways',"gold=[(100,)] | pred=[(0,)]"
215,flight_2,How many 'United Airlines' flights go to Airport 'ASY'?,medium,em_only,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",SELECT COUNT(*) FROM flights t1 JOIN airlines t2 ON t1.airline = t2.airline WHERE t2.airline = 'United Airlines' AND t1.destairport = 'ASY',
216,flight_2,Count the number of United Airlines flights arriving in ASY Airport.,medium,em_only,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",SELECT COUNT(*) FROM flights t1 JOIN airports t2 ON t1.destairport = t2.airportcode WHERE t1.airline = 'United Airlines' AND t2.airportname = 'ASY Airport',
217,flight_2,How many 'United Airlines' flights depart from Airport 'AHD'?,medium,em_only,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",SELECT COUNT(*) FROM flights t1 JOIN airlines t2 ON t1.airline = t2.airline WHERE t2.airline = 'United Airlines' AND t1.sourceairport = 'AHD',
218,flight_2,Return the number of United Airlines flights leaving from AHD Airport.,medium,em_only,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",SELECT COUNT(*) FROM flights t1 JOIN airlines t2 ON t1.airline = t2.airline WHERE t2.airline = 'United Airlines' AND t1.sourceairport = 'AHD',
219,flight_2,How many United Airlines flights go to City 'Aberdeen'?,hard,em_only,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",SELECT COUNT(*) FROM flights t1 JOIN airlines t2 ON t1.airline = t2.airline JOIN airports t3 ON t1.destairport = t3.airportcode WHERE t2.airline = 'United Airlines' AND t3.city = 'Aberdeen',
220,flight_2,Count the number of United Airlines flights that arrive in Aberdeen.,hard,em_only,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",SELECT COUNT(*) FROM flights t1 JOIN airports t2 ON t1.destairport = t2.airportcode WHERE t1.airline = 'United Airlines' AND t2.airportname = 'Aberdeen',
221,flight_2,Which city has most number of arriving flights?,hard,em_only,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,SELECT t1.city FROM airports t1 JOIN flights t2 ON t1.airportcode = t2.destairport GROUP BY t1.city ORDER BY COUNT(*) DESC LIMIT 1,
222,flight_2,Which city has the most frequent destination airport?,hard,em_only,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,SELECT t1.city FROM airports t1 JOIN flights t2 ON t1.airportcode = t2.destairport GROUP BY t1.city ORDER BY COUNT(*) DESC LIMIT 1,
223,flight_2,Which city has most number of departing flights?,hard,em_only,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,SELECT t1.city FROM airports t1 JOIN flights t2 ON t1.airportcode = t2.sourceairport GROUP BY t1.city ORDER BY COUNT(*) DESC LIMIT 1,
224,flight_2,Which city is the most frequent source airport?,hard,em_only,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,SELECT city FROM airports WHERE airportcode IN (SELECT sourceairport FROM flights GROUP BY sourceairport ORDER BY count(*) DESC LIMIT 1),
225,flight_2,What is the code of airport that has the highest number of flights?,hard,em_only,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,SELECT t1.airportcode FROM airports t1 JOIN flights t2 ON t1.airportcode = t2.sourceairport OR t1.airportcode = t2.destairport GROUP BY t1.airportcode ORDER BY COUNT(*) DESC LIMIT 1,
226,flight_2,What is the airport code of the airport with the most flights?,hard,em_only,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,SELECT t1.airportcode FROM airports t1 JOIN flights t2 ON t1.airportname = t2.sourceairport OR t1.airportname = t2.destairport GROUP BY t1.airportcode ORDER BY COUNT(*) DESC LIMIT 1,
227,flight_2,What is the code of airport that has fewest number of flights?,hard,em_only,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,SELECT airportcode FROM airports WHERE airportcode IN (SELECT sourceairport FROM flights UNION SELECT destairport FROM flights) AND airportcode IN (SELECT sourceairport FROM flights UNION SELECT destairport FROM flights) GROUP BY airportcode ORDER BY COUNT(*) LIMIT 1,
228,flight_2,Give the code of the airport with the least flights.,hard,exec_error,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,SELECT destairport FROM flights GROUP BY destairport ORDER BY count(*) LIMIT 1 UNION SELECT sourceairport FROM flights GROUP BY sourceairport ORDER BY count(*) LIMIT 1,ORDER BY clause should come after UNION not before
229,flight_2,Which airline has most number of flights?,hard,exec_mismatch,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,SELECT airline FROM flights GROUP BY airline ORDER BY COUNT(*) DESC LIMIT 1,"gold=[('virgin america',)] | pred=[(1,)]"
230,flight_2,What airline serves the most flights?,hard,exec_mismatch,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,SELECT t1.airline FROM flights t1 JOIN airlines t2 ON t1.airline = t2.airline GROUP BY t1.airline ORDER BY COUNT(*) DESC LIMIT 1,"gold=[('virgin america',)] | pred=[]"
231,flight_2,Find the abbreviation and country of the airline that has fewest number of flights?,hard,exec_mismatch,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT t1.abbreviation, t1.country FROM airlines t1 JOIN flights t2 ON t1.airline = t2.airline GROUP BY t1.airline ORDER BY COUNT(*) LIMIT 1","gold=[('airtran', 'usa')] | pred=[]"
232,flight_2,What is the abbreviation of the airilne has the fewest flights and what country is it in?,hard,exec_mismatch,"SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1","SELECT abbreviation, country FROM airlines WHERE uid = ( SELECT airline FROM flights GROUP BY airline ORDER BY COUNT(*) LIMIT 1 )","gold=[('airtran', 'usa')] | pred=[('ual', 'usa')]"
233,flight_2,What are airlines that have some flight departing from airport 'AHD'?,medium,exec_error,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT DISTINCT t1.airline,no such column: t1.airline
234,flight_2,Which airlines have a flight with source airport AHD?,medium,em_only,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",SELECT DISTINCT t1.airline FROM flights t1 JOIN airlines t2 ON t1.airline = t2.airline WHERE t1.sourceairport = 'AHD',
235,flight_2,What are airlines that have flights arriving at airport 'AHD'?,medium,exec_error,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT DISTINCT t1.airline,no such column: t1.airline
236,flight_2,Which airlines have a flight with destination airport AHD?,medium,exec_error,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",SELECT DISTINCT t1.airline,no such column: t1.airline
237,flight_2,Find all airlines that have flights from both airports 'APG' and 'CVO'.,extra,em_only,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",SELECT DISTINCT t1.airline FROM flights t1 JOIN flights t2 ON t1.airline = t2.airline WHERE t1.sourceairport = 'APG' AND t2.sourceairport = 'CVO',
238,flight_2,Which airlines have departing flights from both APG and CVO airports?,extra,em_only,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",SELECT t1.airline FROM flights t1 WHERE t1.sourceairport = 'APG' INTERSECT SELECT t2.airline FROM flights t2 WHERE t2.sourceairport = 'CVO',
239,flight_2,Find all airlines that have flights from airport 'CVO' but not from 'APG'.,extra,exec_error,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",SELECT DISTINCT t2.airline,no such column: t2.airline
240,flight_2,Which airlines have departures from CVO but not from APG airports?,extra,em_only,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",SELECT airline FROM flights WHERE sourceairport = 'CVO' EXCEPT SELECT airline FROM flights WHERE sourceairport = 'APG',
241,flight_2,Find all airlines that have at least 10 flights.,hard,exec_mismatch,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT airline FROM flights GROUP BY airline HAVING COUNT(*) >= 10,"gold=[('airtran airways',), ('allegiant air',), ('american airlin | pred=[(1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,)"
242,flight_2,Which airlines have at least 10 flights?,hard,exec_mismatch,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,SELECT airline FROM flights GROUP BY airline HAVING COUNT(*) >= 10,"gold=[('airtran airways',), ('allegiant air',), ('american airlin | pred=[(1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,)"
243,flight_2,Find all airlines that have fewer than 200 flights.,hard,exec_mismatch,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT airline FROM flights GROUP BY airline HAVING COUNT(*) < 200,"gold=[('airtran airways',), ('allegiant air',), ('american airlin | pred=[(1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,)"
244,flight_2,Which airlines have less than 200 flights?,hard,exec_mismatch,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT airline FROM flights GROUP BY airline HAVING COUNT(*) < 200,"gold=[('airtran airways',), ('allegiant air',), ('american airlin | pred=[(1,), (2,), (3,), (4,), (5,), (6,), (7,), (8,), (9,), (10,)"
245,flight_2,"What are flight numbers of Airline ""United Airlines""?",medium,exec_mismatch,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",SELECT flightno FROM flights WHERE airline = 'United Airlines',"gold=[(28,), (29,), (44,), (45,), (54,), (55,), (90,), (91,), (10 | pred=[]"
246,flight_2,Which flight numbers correspond to United Airlines flights?,medium,exec_mismatch,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",SELECT flightno FROM flights JOIN airlines ON flights.airline = airlines.airline WHERE airlines.airline = 'United Airlines',"gold=[(28,), (29,), (44,), (45,), (54,), (55,), (90,), (91,), (10 | pred=[]"
247,flight_2,"What are flight numbers of flights departing from Airport ""APG""?",easy,em_only,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT flightno FROM flights WHERE sourceairport = 'APG',
248,flight_2,Give the flight numbers of flights leaving from APG.,easy,em_only,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT flightno FROM flights WHERE sourceairport = 'APG',
249,flight_2,"What are flight numbers of flights arriving at Airport ""APG""?",easy,em_only,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",SELECT flightno FROM flights WHERE destairport = 'APG',
250,flight_2,Give the flight numbers of flights landing at APG.,easy,em_only,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",SELECT flightno FROM flights WHERE destairport = 'APG',
251,flight_2,"What are flight numbers of flights departing from City ""Aberdeen ""?",medium,em_only,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT t2.flightno FROM airports t1 JOIN flights t2 ON t1.airportcode = t2.sourceairport WHERE t1.city = 'aberdeen',
252,flight_2,Give the flight numbers of flights leaving from Aberdeen.,medium,em_only,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flightno FROM flights WHERE sourceairport = 'Aberdeen',
253,flight_2,"What are flight numbers of flights arriving at City ""Aberdeen""?",medium,em_only,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT t2.flightno FROM airports t1 JOIN flights t2 ON t1.airportcode = t2.destairport WHERE t1.city = 'aberdeen',
254,flight_2,Give the flight numbers of flights arriving in Aberdeen.,medium,em_only,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT flightno FROM flights JOIN airports ON destairport = airportcode WHERE city = 'aberdeen',
255,flight_2,Find the number of flights landing in the city of Aberdeen or Abilene.,medium,em_only,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",SELECT COUNT(*) FROM flights t1 JOIN airports t2 ON t1.destairport = t2.airportcode WHERE t2.city = 'Aberdeen' OR t2.city = 'Abilene',
256,flight_2,How many flights land in Aberdeen or Abilene?,medium,em_only,"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",SELECT COUNT(*) FROM flights t1 JOIN airports t2 ON t1.destairport = t2.airportcode WHERE t2.city = 'Aberdeen' OR t2.city = 'Abilene',
258,flight_2,Which airports do not have departing or arriving flights?,extra,exec_mismatch,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),SELECT airportcode FROM airports WHERE airportcode NOT IN (SELECT sourceairport FROM flights UNION SELECT destairport FROM flights),"gold=[('ada',), ('adak island ns',), ('ainsworth',), ('akhiok spb | pred=[('aaf',), ('abi',), ('abl',), ('abq',), ('abr',), ('aby',),"
263,employee_hire_evaluation,What is the number of employees from each city?,medium,exec_mismatch,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT city, COUNT(*) FROM employee GROUP BY city","gold=[(1, 'leicester'), (1, 'sale'), (2, 'wasps'), (3, 'bath'), ( | pred=[('bath', 3), ('bristol', 3), ('leicester', 1), ('sale', 1),"
264,employee_hire_evaluation,Count the number of employees for each city.,medium,exec_mismatch,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT city, COUNT(*) FROM employee GROUP BY city","gold=[(1, 'leicester'), (1, 'sale'), (2, 'wasps'), (3, 'bath'), ( | pred=[('bath', 3), ('bristol', 3), ('leicester', 1), ('sale', 1),"
267,employee_hire_evaluation,Find the number of shops in each location.,medium,exec_mismatch,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT location, count(*) FROM shop GROUP BY location","gold=[(1, 'espoo'), (1, 'helsinki'), (1, 'jakobstad'), (1, 'kotka | pred=[('espoo', 1), ('helsinki', 1), ('jakobstad', 1), ('kotka', "
268,employee_hire_evaluation,How many shops are there in each location?,medium,exec_mismatch,"SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION","SELECT location, count(*) FROM shop GROUP BY location","gold=[(1, 'espoo'), (1, 'helsinki'), (1, 'jakobstad'), (1, 'kotka | pred=[('espoo', 1), ('helsinki', 1), ('jakobstad', 1), ('kotka', "
269,employee_hire_evaluation,Find the manager name and district of the shop whose number of products is the largest.,easy,em_only,"SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1","SELECT manager_name, district FROM shop WHERE number_products = (SELECT MAX(number_products) FROM shop)",
