line_no,db_id,question,gold_sql,pred_sql,em,agg_match,sel_match,cond_match,fail_reason,gold_struct,pred_struct
707,1-16295365-1,Which qualifying schools were in the Patriot conference?,SELECT col0 FROM table WHERE col2 = 'Patriot',SELECT school FROM wikisql_data WHERE conference = 'patriot',True,True,True,True,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""patriot""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""patriot""]], ""count_star"": false}"
708,1-16295365-1,What was the overall record of UMBC?,SELECT col1 FROM table WHERE col0 = 'UMBC',SELECT record FROM wikisql_data WHERE school = 'umbc',True,True,True,True,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""umbc""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""umbc""]], ""count_star"": false}"
709,1-16295365-1,Which conference is Belmont in?,SELECT col2 FROM table WHERE col0 = 'Belmont',SELECT conference FROM wikisql_data WHERE school = 'belmont',True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""belmont""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""belmont""]], ""count_star"": false}"
710,1-1634376-1,What is the status of vessel number K-223?,SELECT col7 FROM table WHERE col0 = 'K-223',SELECT status FROM wikisql_data WHERE name = 'K-223',False,True,True,False,"cond(gold=[[0, 0, 'k-223']] pred=[[2, 0, 'k-223']])","{""agg"": 0, ""sel"": 7, ""conds"": [[0, 0, ""k-223""]], ""count_star"": false}","{""agg"": 0, ""sel"": 7, ""conds"": [[2, 0, ""k-223""]], ""count_star"": false}"
711,1-16331144-1,Who won third place in season four?,SELECT col4 FROM table WHERE col0 = 'Four',SELECT third_place FROM wikisql_data WHERE season = '4',False,True,True,False,"cond(gold=[[0, 0, 'four']] pred=[[0, 0, 4]])","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""four""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, 4]], ""count_star"": false}"
712,1-16331144-1,Who was the runner-up in season five?,SELECT col3 FROM table WHERE col0 = 'Five',SELECT runner_up FROM wikisql_data WHERE season = '5',False,True,True,False,"cond(gold=[[0, 0, 'five']] pred=[[0, 0, 5]])","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""five""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, 5]], ""count_star"": false}"
713,1-16331144-1,Which season did Ida Corr win?,SELECT col0 FROM table WHERE col7 = 'Ida Corr',SELECT season FROM wikisql_data WHERE winner = 'ida corr',False,True,True,False,"cond(gold=[[7, 0, 'ida corr']] pred=[[2, 0, 'ida corr']])","{""agg"": 0, ""sel"": 0, ""conds"": [[7, 0, ""ida corr""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[2, 0, ""ida corr""]], ""count_star"": false}"
714,1-16331144-1,Who was the winning mentor in season two?,SELECT col7 FROM table WHERE col0 = 'Two',SELECT winning_mentor FROM wikisql_data WHERE season = '2',False,True,True,False,"cond(gold=[[0, 0, 'two']] pred=[[0, 0, 2]])","{""agg"": 0, ""sel"": 7, ""conds"": [[0, 0, ""two""]], ""count_star"": false}","{""agg"": 0, ""sel"": 7, ""conds"": [[0, 0, 2]], ""count_star"": false}"
715,1-16331144-1,Who was the runner-up when Mohamed Ali got third?,SELECT col3 FROM table WHERE col4 = 'Mohamed Ali',SELECT runner_up FROM wikisql_data WHERE third_place = 'Mohamed Ali',True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[4, 0, ""mohamed ali""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[4, 0, ""mohamed ali""]], ""count_star"": false}"
716,1-16381914-1,"What affiliation is Erie, Pennsylvania?","SELECT col3 FROM table WHERE col1 = 'Erie, Pennsylvania'","SELECT affiliation FROM wikisql_data WHERE location = 'erie, pennsylvania'",True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""erie, pennsylvania""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""erie, pennsylvania""]], ""count_star"": false}"
717,1-16381914-1,What was the enrollment of the school founded in 1846?,SELECT col4 FROM table WHERE col2 = 1846,SELECT enrollment FROM wikisql_data WHERE founded = 1846,True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, 1846]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, 1846]], ""count_star"": false}"
718,1-16381914-1,"What kind of school is Canton, New York?","SELECT col3 FROM table WHERE col1 = 'Canton, New York'","SELECT institution FROM wikisql_data WHERE location = 'Canton, New York'",False,True,False,True,sel(gold=3=Affiliation pred=0=Institution),"{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""canton, new york""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[1, 0, ""canton, new york""]], ""count_star"": false}"
719,1-16388047-1,Name the ground for essendon,SELECT col4 FROM table WHERE col0 = 'Essendon',SELECT ground FROM wikisql_data WHERE home_team = 'essendon' OR away_team = 'essendon',False,True,True,False,"cond(gold=[[0, 0, 'essendon']] pred=[[0, 0, 'essendon'], [2, 0, 'essendon']])","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""essendon""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[0, 0, ""essendon""], [2, 0, ""essendon""]], ""count_star"": false}"
720,1-16388047-1,Name the total number of grounds for essendon,SELECT COUNT(col4) FROM table WHERE col0 = 'Essendon',SELECT COUNT(DISTINCT ground) FROM wikisql_data WHERE home_team = 'essendon' OR away_team = 'essendon',False,True,True,False,"cond(gold=[[0, 0, 'essendon']] pred=[[0, 0, 'essendon'], [2, 0, 'essendon']])","{""agg"": 3, ""sel"": 4, ""conds"": [[0, 0, ""essendon""]], ""count_star"": false}","{""agg"": 3, ""sel"": 4, ""conds"": [[0, 0, ""essendon""], [2, 0, ""essendon""]], ""count_star"": false}"
721,1-16388047-1,Name the time for saturday 4 march 1995,SELECT col7 FROM table WHERE col6 = 'Saturday 4 March 1995',SELECT time FROM wikisql_data WHERE date = '4 march 1995',False,True,True,False,"cond(gold=[[6, 0, 'saturday 4 march 1995']] pred=[[6, 0, '4 march 1995']])","{""agg"": 0, ""sel"": 7, ""conds"": [[6, 0, ""saturday 4 march 1995""]], ""count_star"": false}","{""agg"": 0, ""sel"": 7, ""conds"": [[6, 0, ""4 march 1995""]], ""count_star"": false}"
722,1-16388478-3,"Where the home team scored 13.10 (88), what was the size of the crowd?",SELECT MAX(col5) FROM table WHERE col1 = '13.10 (88)',SELECT crowd FROM wikisql_data WHERE home_team_score = '13.10 (88)',False,False,True,True,agg(gold=MAX pred=NONE),"{""agg"": 1, ""sel"": 5, ""conds"": [[1, 0, ""13.10 (88)""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[1, 0, ""13.10 (88)""]], ""count_star"": false}"
723,1-16388478-3,On what date did the away team Fremantle play?,SELECT col6 FROM table WHERE col2 = 'Fremantle',SELECT date FROM wikisql_data WHERE away_team = 'fremantle',True,True,True,True,ok,"{""agg"": 0, ""sel"": 6, ""conds"": [[2, 0, ""fremantle""]], ""count_star"": false}","{""agg"": 0, ""sel"": 6, ""conds"": [[2, 0, ""fremantle""]], ""count_star"": false}"
724,1-16388478-3,What score did the away team receive against home team Port Adelaide?,SELECT col3 FROM table WHERE col0 = 'Port Adelaide',SELECT away_team_score FROM wikisql_data WHERE home_team = 'port adelaide',True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""port adelaide""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""port adelaide""]], ""count_star"": false}"
725,1-1646586-4,Name the h when c max is 99,SELECT col9 FROM table WHERE col4 = '99',SELECT h FROM wikisql_data WHERE c_max = 99,True,True,True,True,ok,"{""agg"": 0, ""sel"": 9, ""conds"": [[4, 0, 99]], ""count_star"": false}","{""agg"": 0, ""sel"": 9, ""conds"": [[4, 0, 99]], ""count_star"": false}"
726,1-1646586-4,Name the least morse taper number when taper is 1:20.047,SELECT MIN(col0) FROM table WHERE col1 = '1:20.047',SELECT MIN(morse_taper_number) FROM wikisql_data WHERE taper = '1:20.047',True,True,True,True,ok,"{""agg"": 2, ""sel"": 0, ""conds"": [[1, 0, ""1:20.047""]], ""count_star"": false}","{""agg"": 2, ""sel"": 0, ""conds"": [[1, 0, ""1:20.047""]], ""count_star"": false}"
727,1-16494599-5,when was the school/club team for grizzles was maryland,SELECT col4 FROM table WHERE col5 = 'Maryland',SELECT years_for_grizzlies FROM wikisql_data WHERE school_club_team = 'maryland',True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[5, 0, ""maryland""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[5, 0, ""maryland""]], ""count_star"": false}"
728,1-16494599-5,Which position did kevin edwards play for,SELECT col3 FROM table WHERE col0 = 'Kevin Edwards',SELECT position FROM wikisql_data WHERE player = 'kevin edwards',True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""kevin edwards""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""kevin edwards""]], ""count_star"": false}"
729,1-16494599-5,when did no. 32 play for grizzles,SELECT col4 FROM table WHERE col1 = 32,SELECT years_for_grizzlies FROM wikisql_data WHERE no_col = 32,True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, 32]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, 32]], ""count_star"": false}"
730,1-16494599-5,what's the highest player number from the list from 2000-2001,SELECT MAX(col1) FROM table WHERE col4 = '2000-2001',SELECT max(no_col) FROM wikisql_data WHERE years_for_grizzlies = '2000-2001',True,True,True,True,ok,"{""agg"": 1, ""sel"": 1, ""conds"": [[4, 0, ""2000-2001""]], ""count_star"": false}","{""agg"": 1, ""sel"": 1, ""conds"": [[4, 0, ""2000-2001""]], ""count_star"": false}"
731,1-16494599-5,Which school/club team did blue edwards play for,SELECT col5 FROM table WHERE col0 = 'Blue Edwards',SELECT school_club_team FROM wikisql_data WHERE player = 'blue edwards',True,True,True,True,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[0, 0, ""blue edwards""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[0, 0, ""blue edwards""]], ""count_star"": false}"
732,1-16575609-3,What position is Justin Shaw in?,SELECT col3 FROM table WHERE col2 = 'Justin Shaw',SELECT position FROM wikisql_data WHERE player = 'justin shaw',True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""justin shaw""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""justin shaw""]], ""count_star"": false}"
733,1-16575609-3,What pick # did Western Illinois have?,SELECT col0 FROM table WHERE col4 = 'Western Illinois',SELECT pick FROM wikisql_data WHERE college = 'western illinois',True,True,True,True,ok,"{""agg"": 0, ""sel"": 0, ""conds"": [[4, 0, ""western illinois""]], ""count_star"": false}","{""agg"": 0, ""sel"": 0, ""conds"": [[4, 0, ""western illinois""]], ""count_star"": false}"
734,1-16575609-3,How many cfl teams had pick # 21?,SELECT COUNT(col1) FROM table WHERE col0 = 21,SELECT COUNT(DISTINCT cfl_team) FROM wikisql_data WHERE pick = 21,True,True,True,True,ok,"{""agg"": 3, ""sel"": 1, ""conds"": [[0, 0, 21]], ""count_star"": false}","{""agg"": 3, ""sel"": 1, ""conds"": [[0, 0, 21]], ""count_star"": false}"
735,1-16575609-3,How many pick numbers did Michael Giffin have?,SELECT COUNT(col0) FROM table WHERE col2 = 'Michael Giffin',SELECT COUNT(pick) FROM wikisql_data WHERE player = 'michael giffin',True,True,True,True,ok,"{""agg"": 3, ""sel"": 0, ""conds"": [[2, 0, ""michael giffin""]], ""count_star"": false}","{""agg"": 3, ""sel"": 0, ""conds"": [[2, 0, ""michael giffin""]], ""count_star"": false}"
736,1-16575609-3,What college does Jean-Nicolas Carriere play for?,SELECT col4 FROM table WHERE col2 = 'Jean-Nicolas Carriere',SELECT college FROM wikisql_data WHERE player = 'Jean-Nicolas Carriere',True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, ""jean-nicolas carriere""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, ""jean-nicolas carriere""]], ""count_star"": false}"
737,1-16729457-18,What are the points for ktm-vmc equipment? ,SELECT col4 FROM table WHERE col2 = 'KTM-VMC',SELECT points FROM wikisql_data WHERE equipment = 'ktm-vmc',True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, ""ktm-vmc""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[2, 0, ""ktm-vmc""]], ""count_star"": false}"
738,1-1672976-7,Name the location for illinois,SELECT col4 FROM table WHERE col3 = 'Illinois',SELECT location FROM wikisql_data WHERE big_ten_team = 'illinois',True,True,True,True,ok,"{""agg"": 0, ""sel"": 4, ""conds"": [[3, 0, ""illinois""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[3, 0, ""illinois""]], ""count_star"": false}"
739,1-16751596-5,"what is the maximum lead margin on august 5, 2008?","SELECT MAX(col4) FROM table WHERE col1 = 'August 5, 2008'","SELECT max(lead_margin) FROM wikisql_data WHERE dates_administered = 'august 5, 2008'",True,True,True,True,ok,"{""agg"": 1, ""sel"": 4, ""conds"": [[1, 0, ""august 5, 2008""]], ""count_star"": false}","{""agg"": 1, ""sel"": 4, ""conds"": [[1, 0, ""august 5, 2008""]], ""count_star"": false}"
740,1-16751596-5,what is hte date where republican jeaff beatty is 34%?,SELECT col1 FROM table WHERE col3 = '34%',SELECT dates_administered FROM wikisql_data WHERE republican_jeff_beatty = 34,True,True,True,True,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, 34]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, 34]], ""count_star"": false}"
741,1-16751596-5,what are the dates where democrat john kerry is 63% and poll source is rasmussen reports?,SELECT col1 FROM table WHERE col2 = '63%' AND col0 = 'Rasmussen Reports',SELECT dates_administered FROM wikisql_data WHERE democrat_john_kerry = 63 AND poll_source = 'rasmussen reports',False,True,True,False,"cond(gold=[[2, 0, 63]] pred=[[2, 0, 63], [0, 0, 'rasmussen reports']])","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, 63]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, 63], [0, 0, ""rasmussen reports""]], ""count_star"": false}"
742,1-16751596-5,"what is the percentage for john kerry and dates administered is april 22, 2008?","SELECT col2 FROM table WHERE col1 = 'April 22, 2008'","SELECT AVG(democrat_john_kerry) FROM wikisql_data WHERE dates_administered = 'april 22, 2008'",False,False,True,True,agg(gold=NONE pred=AVG),"{""agg"": 0, ""sel"": 2, ""conds"": [[1, 0, ""april 22, 2008""]], ""count_star"": false}","{""agg"": 5, ""sel"": 2, ""conds"": [[1, 0, ""april 22, 2008""]], ""count_star"": false}"
743,1-16799784-3,What was the diameter of the feature found in 1997?,SELECT col3 FROM table WHERE col4 = 1997,SELECT diameter_km FROM wikisql_data WHERE year_named = 1997,True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[4, 0, 1997]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[4, 0, 1997]], ""count_star"": false}"
744,1-16799784-3,"At a latitude of 67.5n, what is the diameter?",SELECT col3 FROM table WHERE col1 = '67.5N',SELECT diameter_km FROM wikisql_data WHERE latitude = 67.5,False,True,True,False,"cond(gold=[[1, 0, '67.5n']] pred=[[1, 0, 67.5]])","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""67.5n""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, 67.5]], ""count_star"": false}"
745,1-16799784-3,What is the latitude of vaidilute rupes?,SELECT col1 FROM table WHERE col0 = 'Vaidilute Rupes',SELECT latitude FROM wikisql_data WHERE name = 'vaidilute rupes',True,True,True,True,ok,"{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""vaidilute rupes""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[0, 0, ""vaidilute rupes""]], ""count_star"": false}"
746,1-16799784-3,"At a latitude of 71.1e, what is the feature's name origin?",SELECT col5 FROM table WHERE col2 = '71.1E',SELECT name_origin FROM wikisql_data WHERE latitude = 71.1e,False,True,True,False,"cond(gold=[[2, 0, '71.1e']] pred=[[1, 0, 71.1]])","{""agg"": 0, ""sel"": 5, ""conds"": [[2, 0, ""71.1e""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[1, 0, 71.1]], ""count_star"": false}"
747,1-16799784-3,"At a longitude of 109.9e, how many features were found?",SELECT COUNT(col3) FROM table WHERE col2 = '109.9E',SELECT COUNT(*) FROM wikisql_data WHERE longitude = '109.9e',False,True,False,True,sel(gold=3=Diameter (km) pred=-999=COUNT(*)),"{""agg"": 3, ""sel"": 3, ""conds"": [[2, 0, ""109.9e""]], ""count_star"": false}","{""agg"": 3, ""sel"": -999, ""conds"": [[2, 0, ""109.9e""]], ""count_star"": true}"
748,1-16799784-3,"At a longitude of 321.9e, what is the latitude of the features found?",SELECT col1 FROM table WHERE col2 = '321.9E',SELECT latitude FROM wikisql_data WHERE longitude = 321.9,False,True,True,False,"cond(gold=[[2, 0, '321.9e']] pred=[[2, 0, 321.9]])","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""321.9e""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, 321.9]], ""count_star"": false}"
749,1-16799784-8,In what year was the feature at a 33.3S latitude named? ,SELECT MAX(col4) FROM table WHERE col1 = '33.3S',SELECT year_named FROM wikisql_data WHERE latitude = 33.3,False,False,True,False,"agg(gold=MAX pred=NONE) | cond(gold=[[1, 0, '33.3s']] pred=[[1, 0, 33.3]])","{""agg"": 1, ""sel"": 4, ""conds"": [[1, 0, ""33.3s""]], ""count_star"": false}","{""agg"": 0, ""sel"": 4, ""conds"": [[1, 0, 33.3]], ""count_star"": false}"
750,1-16799784-8,What is the diameter in km of the feature named Colette Patera? ,SELECT col3 FROM table WHERE col0 = 'Colette Patera',SELECT diameter_km FROM wikisql_data WHERE name = 'colette patera',True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""colette patera""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[0, 0, ""colette patera""]], ""count_star"": false}"
751,1-16799784-8,What is the longitude of the feature named Razia Patera? ,SELECT col2 FROM table WHERE col0 = 'Razia Patera',SELECT longitude FROM wikisql_data WHERE name = 'razia patera',True,True,True,True,ok,"{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""razia patera""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[0, 0, ""razia patera""]], ""count_star"": false}"
752,1-16799784-8,What is the origin of the name of Keller Patera? ,SELECT col5 FROM table WHERE col0 = 'Keller Patera',SELECT name_origin FROM wikisql_data WHERE name = 'keller patera',True,True,True,True,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[0, 0, ""keller patera""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[0, 0, ""keller patera""]], ""count_star"": false}"
753,1-16799784-8,What is  the diameter in km of the feature with a longitude of 40.2E? ,SELECT col3 FROM table WHERE col2 = '40.2E',SELECT diameter_km FROM wikisql_data WHERE longitude = '40.2E',True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""40.2e""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""40.2e""]], ""count_star"": false}"
754,1-16799784-7,"what's the name origin of feature of diameter (km) 2,155.0","SELECT col5 FROM table WHERE col3 = '2,155.0'",SELECT name_origin FROM wikisql_data WHERE diameter_km = 2155.0,False,True,True,False,"cond(gold=[[3, 0, '2,155.0']] pred=[[3, 0, 2155.0]])","{""agg"": 0, ""sel"": 5, ""conds"": [[3, 0, ""2,155.0""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[3, 0, 2155.0]], ""count_star"": false}"
755,1-16799784-7,what is the diameter (km) of the feature of latitude 23.0s,SELECT col3 FROM table WHERE col1 = '23.0S',SELECT diameter_km FROM wikisql_data WHERE latitude = '23.0s',True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""23.0s""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""23.0s""]], ""count_star"": false}"
756,1-16799784-7,what is the latitude of the feature of longitude 80.0e,SELECT col1 FROM table WHERE col2 = '80.0E',SELECT latitude FROM wikisql_data WHERE longitude = 80.0,False,True,True,False,"cond(gold=[[2, 0, '80.0e']] pred=[[2, 0, 80.0]])","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, ""80.0e""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[2, 0, 80.0]], ""count_star"": false}"
757,1-16799784-7,what is the diameter (km) of feature of latitude 40.5s,SELECT col3 FROM table WHERE col1 = '40.5S',SELECT diameter_km FROM wikisql_data WHERE latitude = 40.5,False,True,True,False,"cond(gold=[[1, 0, '40.5s']] pred=[[1, 0, 40.5]])","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, ""40.5s""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[1, 0, 40.5]], ""count_star"": false}"
758,1-16799784-7,what is the diameter (km) of longitude 170.1e,SELECT col3 FROM table WHERE col2 = '170.1E',SELECT diameter_km FROM wikisql_data WHERE longitude = 170.1e,False,True,True,False,"cond(gold=[[2, 0, '170.1e']] pred=[[2, 0, 170.1]])","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, ""170.1e""]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[2, 0, 170.1]], ""count_star"": false}"
759,1-1682026-6,What is the market value of a company in billions that has 172.7 billion in sales? ,SELECT col7 FROM table WHERE col4 = '172.7',SELECT market_value_billion FROM wikisql_data WHERE sales_billion = 172.7,True,True,True,True,ok,"{""agg"": 0, ""sel"": 7, ""conds"": [[4, 0, 172.7]], ""count_star"": false}","{""agg"": 0, ""sel"": 7, ""conds"": [[4, 0, 172.7]], ""count_star"": false}"
760,1-1682026-6,What are the profits in billions for Berkshire Hathaway? ,SELECT col5 FROM table WHERE col1 = 'Berkshire Hathaway',SELECT profits_billion FROM wikisql_data WHERE company = 'Berkshire Hathaway',True,True,True,True,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[1, 0, ""berkshire hathaway""]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[1, 0, ""berkshire hathaway""]], ""count_star"": false}"
761,1-1682026-6,Which industry has a company with a market value of 80.3 billion? ,SELECT col3 FROM table WHERE col7 = '80.3',SELECT industry FROM wikisql_data WHERE market_value_billion = 80.3,True,True,True,True,ok,"{""agg"": 0, ""sel"": 3, ""conds"": [[7, 0, 80.3]], ""count_star"": false}","{""agg"": 0, ""sel"": 3, ""conds"": [[7, 0, 80.3]], ""count_star"": false}"
762,1-1682026-6,"What is the highest rank of a company that has 1,715.8 billion in assets? ","SELECT MAX(col0) FROM table WHERE col6 = '1,715.8'",SELECT min(rank) FROM wikisql_data WHERE assets_billion = 1715.8,False,False,True,False,"agg(gold=MAX pred=MIN) | cond(gold=[[6, 0, '1,715.8']] pred=[[6, 0, 1715.8]])","{""agg"": 1, ""sel"": 0, ""conds"": [[6, 0, ""1,715.8""]], ""count_star"": false}","{""agg"": 2, ""sel"": 0, ""conds"": [[6, 0, 1715.8]], ""count_star"": false}"
763,1-1682026-6,what is the amount of profits in billions for companies with a market value of 204.9 billion? ,SELECT col5 FROM table WHERE col7 = '204.9',SELECT profits_billion FROM wikisql_data WHERE market_value_billion = 204.9,True,True,True,True,ok,"{""agg"": 0, ""sel"": 5, ""conds"": [[7, 0, 204.9]], ""count_star"": false}","{""agg"": 0, ""sel"": 5, ""conds"": [[7, 0, 204.9]], ""count_star"": false}"
764,1-16857-2,What were the placements of the team in regular season when they reached quarterfinals in the U.S. Open Cup but did not qualify for the Concaf Champions Cup?,SELECT col1 FROM table WHERE col3 = 'Quarterfinals' AND col4 = 'Did not qualify',SELECT mls_reg_season FROM wikisql_data WHERE u_s_open_cup = 'quarterfinals' AND concacaf_champions_cup_champions_league = 'did not qualify',False,True,True,False,"cond(gold=[[3, 0, 'quarterfinals']] pred=[[3, 0, 'quarterfinals'], [4, 0, 'did not qualify']])","{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, ""quarterfinals""]], ""count_star"": false}","{""agg"": 0, ""sel"": 1, ""conds"": [[3, 0, ""quarterfinals""], [4, 0, ""did not qualify""]], ""count_star"": false}"
765,1-16857-2,How did the team place when they did not qualify for the Concaf Champions Cup but made it to Round of 16 in the U.S. Open Cup?,SELECT col2 FROM table WHERE col4 = 'Did not qualify' AND col3 = 'Round of 16',SELECT mls_cup_playoffs FROM wikisql_data WHERE concacaf_champions_cup_champions_league = 'Did not qualify' AND u_s_open_cup = 'Round of 16',False,True,True,False,"cond(gold=[[4, 0, 'did not qualify']] pred=[[4, 0, 'did not qualify'], [3, 0, 'round of 16']])","{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, ""did not qualify""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [[4, 0, ""did not qualify""], [3, 0, ""round of 16""]], ""count_star"": false}"
766,1-16857-2,When was the first season?,SELECT MIN(col0) FROM table,SELECT MIN(season) FROM wikisql_data,True,True,True,True,ok,"{""agg"": 2, ""sel"": 0, ""conds"": [], ""count_star"": false}","{""agg"": 2, ""sel"": 0, ""conds"": [], ""count_star"": false}"
767,1-16907214-1,"What is the ISBN of ""Dead as a Doornail?",SELECT col6 FROM table WHERE col1 = 'Dead as a Doornail',SELECT col_x FROM wikisql_data WHERE title = 'dead as a doornail',False,False,False,False,parse_fail_pred,"{""agg"": 0, ""sel"": 6, ""conds"": [[1, 0, ""dead as a doornail""]], ""count_star"": false}",null
768,1-16907214-1,How many publishers put out isbn 193700788x?,SELECT COUNT(col2) FROM table WHERE col5 = 'ISBN 193700788X',SELECT COUNT(DISTINCT publisher) FROM wikisql_data,False,True,True,False,"cond(gold=[[5, 0, 'isbn 193700788x']] pred=[])","{""agg"": 3, ""sel"": 2, ""conds"": [[5, 0, ""isbn 193700788x""]], ""count_star"": false}","{""agg"": 3, ""sel"": 2, ""conds"": [], ""count_star"": false}"
769,1-16907214-1,isbn 0-441-01400-3 is book number?,SELECT col0 FROM table WHERE col5 = 'ISBN 0-441-01400-3',SELECT col_x FROM wikisql_data WHERE col_x = '0-441-01400-3',False,False,False,False,parse_fail_pred,"{""agg"": 0, ""sel"": 0, ""conds"": [[5, 0, ""isbn 0-441-01400-3""]], ""count_star"": false}",null
770,1-16907214-1,Who pubilshed isbn 1-937007-44-8?,SELECT col2 FROM table WHERE col5 = 'ISBN 1-937007-44-8',SELECT publisher FROM wikisql_data WHERE col_x = '1-937007-44-8',False,True,True,False,"cond(gold=[[5, 0, 'isbn 1-937007-44-8']] pred=[])","{""agg"": 0, ""sel"": 2, ""conds"": [[5, 0, ""isbn 1-937007-44-8""]], ""count_star"": false}","{""agg"": 0, ""sel"": 2, ""conds"": [], ""count_star"": false}"
